Player,Nation,Squad,Age,Born,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Position_2,Position,League
Álvaro Lemos,ESP,Las Palmas,30,1993,2.8,185,146,39,4,0,1,5,35,0,0,0,0,145,0,6,,Defender,La Liga
Ruben Lendinez,ESP,Valencia,20,2003,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,,Defender,La Liga
Clément Lenglet,FRA,Aston Villa,28,1995,12.8,918,859,58,40,0,8,3,4,0,0,0,0,822,1,3,,Defender,Premier League
Bernd Leno,GER,Fulham,31,1992,38.0,1577,1281,292,91,0,2,0,0,0,0,0,0,1250,4,0,,Goalkeeper,Premier League
Christopher Lenz,GER,RB Leipzig,28,1994,0.5,49,37,12,2,0,0,5,8,2,0,1,0,38,0,1,Midfielder,Defender,Bundesliga
Christopher Lenz,GER,Eint Frankfurt,28,1994,0.1,9,6,3,2,0,0,0,1,0,0,0,0,5,0,0,,Defender,Bundesliga
Johann Lepenant,FRA,Lyon,20,2002,2.8,186,179,6,5,1,0,2,1,0,0,0,0,165,1,4,,Midfielder,Ligue 1
Jefferson Lerma,COL,Crystal Palace,28,1994,26.7,1250,1209,36,30,8,13,14,6,0,0,0,0,1018,5,20,Defender,Midfielder,Premier League
Léo Leroy,FRA,Montpellier,23,2000,5.5,184,183,0,0,1,3,1,0,0,0,0,0,132,1,6,,Midfielder,Ligue 1
Robert Lewandowski,POL,Barcelona,34,1988,30.6,592,569,16,2,9,5,18,1,0,0,0,0,416,7,23,,Forward,La Liga
Jamie Leweling,GER,Stuttgart,22,2001,16.9,599,580,19,1,2,2,46,16,1,0,0,0,470,0,22,Midfielder,Forward,Bundesliga
Rico Lewis,ENG,Manchester City,18,2004,9.0,568,525,43,9,1,0,1,34,0,0,0,0,518,0,11,Midfielder,Defender,Premier League
Keane Lewis-Potter,ENG,Brentford,22,2001,16.0,415,404,10,3,2,4,50,6,0,0,0,0,289,1,13,Defender,Forward,Premier League
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Philipp Lienhart,AUT,Freiburg,27,1996,14.1,982,914,65,31,2,8,4,17,0,0,0,0,814,3,6,,Defender,Bundesliga
Matthijs de Ligt,NED,Bayern Munich,23,1999,15.4,1193,1169,23,19,0,3,2,1,0,0,0,0,1120,1,4,,Defender,Bundesliga
Victor Lindelöf,SWE,Manchester Utd,29,1994,14.8,927,854,73,8,2,5,1,50,0,0,0,0,826,0,7,,Defender,Premier League
Jesper Lindstrøm,DEN,Napoli,23,2000,4.8,229,215,14,4,1,2,12,6,4,1,2,1,188,0,11,Midfielder,Forward,Serie A
Jesper Lindstrøm,DEN,Eint Frankfurt,23,2000,0.9,32,31,1,0,0,0,1,0,0,0,0,0,24,0,0,,Forward,Bundesliga
Karol Linetty,POL,Torino,28,1995,20.6,884,849,31,24,0,7,19,2,5,2,3,0,755,4,8,,Midfielder,Serie A
Samuel Lino,BRA,Atlético Madrid,23,1999,23.1,1015,961,48,4,5,8,41,42,2,0,0,0,816,6,35,Midfielder,Defender,La Liga
Luca Lipani,ITA,Sassuolo,18,2005,4.3,160,157,3,3,0,2,5,0,0,0,0,0,123,0,3,,Midfielder,Serie A
Pol Lirola,ESP,Frosinone,25,1997,17.1,722,627,93,15,2,2,25,78,0,0,0,0,556,2,20,,Defender,Serie A
Marcin Listkowski,POL,Lecce,25,1998,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,,Forward,Serie A
Valentino Livramento,ENG,Newcastle Utd,20,2002,14.6,802,697,105,4,0,1,26,101,0,0,0,0,689,0,12,,Defender,Premier League
Dejan Ljubicic,AUT,Köln,25,1997,22.8,843,833,8,2,5,6,31,5,0,0,0,0,670,2,22,Forward,Midfielder,Bundesliga
Javier Llabrés,ESP,Mallorca,20,2002,2.7,97,91,6,0,0,0,20,1,5,2,3,0,64,0,3,Forward,Midfielder,La Liga
Diego Llorente,ESP,Roma,29,1993,24.1,1648,1592,55,28,1,3,6,8,0,0,0,0,1501,1,11,,Defender,Serie A
Marcos Llorente,ESP,Atlético Madrid,28,1995,28.5,1219,1135,80,1,1,3,70,79,0,0,0,0,974,4,46,Defender,Midfielder,La Liga
Gautier Lloris,FRA,Le Havre,28,1995,30.9,1398,1369,27,18,2,3,3,8,0,0,0,0,1194,2,14,,Defender,Ligue 1
Abou Lô,SEN,Metz,23,2000,2.2,74,73,1,1,0,0,0,0,0,0,0,0,65,0,1,Defender,Midfielder,Ligue 1
Giovani Lo Celso,ARG,Tottenham,27,1996,5.6,503,466,32,23,2,0,13,2,7,5,0,0,449,5,8,,Midfielder,Premier League
Stanislav Lobotka,SVK,Napoli,28,1994,36.5,2278,2209,63,37,4,14,3,2,0,0,0,0,2081,6,14,,Midfielder,Serie A
Manuel Locatelli,ITA,Juventus,25,1998,33.4,1988,1871,108,98,5,34,10,10,0,0,0,0,1703,9,15,,Midfielder,Serie A
Bradley Locko,FRA,Brest,21,2002,32.9,1852,1528,320,44,1,18,94,276,0,0,0,0,1544,4,32,,Defender,Ligue 1
Tom Lockyer,WAL,Luton Town,28,1994,13.0,422,401,20,17,1,5,1,2,0,0,0,0,301,1,7,,Defender,Premier League
Renan Lodi,BRA,Marseille,25,1998,13.7,748,603,141,32,0,2,70,94,15,1,14,0,579,4,18,,Defender,Ligue 1
Ruben Loftus-Cheek,ENG,Milan,27,1996,23.0,733,724,7,1,1,1,13,1,0,0,0,0,619,2,8,,Midfielder,Serie A
Andy Logbo,FRA,Le Havre,19,2004,2.8,40,38,2,0,0,0,1,0,0,0,0,0,31,0,0,,Forward,Ligue 1
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Enzo Loiodice,FRA,Las Palmas,22,2000,19.9,1129,1096,29,9,8,6,23,2,13,7,4,0,935,4,29,,Midfielder,La Liga
Sean Longstaff,ENG,Newcastle Utd,25,1997,30.5,1241,1193,46,19,8,8,25,5,2,0,1,1,991,2,30,,Midfielder,Premier League
Ademola Lookman,NGA,Atalanta,25,1997,21.0,838,759,79,6,6,4,69,8,52,20,17,0,635,0,28,Midfielder,Forward,Serie A
Noah Loosli,SUI,Bochum,26,1997,3.8,127,120,6,1,0,0,2,5,0,0,0,0,81,1,4,,Defender,Bundesliga
Anthony Lopes,POR,Lyon,32,1990,31.0,1035,770,265,69,1,0,0,0,0,0,0,0,773,0,0,,Goalkeeper,Ligue 1
David López,ESP,Girona,33,1989,21.8,1582,1499,81,33,0,3,0,2,0,0,0,0,1468,2,4,,Defender,La Liga
Diego López,ESP,Valencia,21,2002,29.5,791,761,27,2,4,3,65,17,0,0,0,0,512,3,42,Forward,Midfielder,La Liga
Fermin López,ESP,Barcelona,20,2003,16.1,631,614,12,1,3,10,17,3,0,0,0,0,522,5,20,Forward,Midfielder,La Liga
Javi López,ESP,Alavés,21,2002,26.5,1129,865,258,14,2,12,105,244,0,0,0,0,775,6,47,,Defender,La Liga
Maxime Lopez,FRA,Fiorentina,25,1997,8.9,673,646,27,14,0,3,16,1,11,0,10,0,595,0,5,,Midfielder,Serie A
Maxime Lopez,FRA,Sassuolo,25,1997,1.6,136,134,2,2,1,1,0,0,0,0,0,0,124,0,1,,Midfielder,Serie A
Pau López,ESP,Marseille,28,1994,32.7,1195,964,229,80,0,0,0,0,0,0,0,0,924,2,1,,Goalkeeper,Ligue 1
Unai López,ESP,Rayo Vallecano,27,1995,23.4,1462,1340,109,53,3,18,73,10,43,22,8,1,1184,13,19,,Midfielder,La Liga
Dion Lopy,SEN,Almería,21,2002,21.3,882,855,25,18,2,15,7,7,0,0,0,0,745,2,11,,Midfielder,La Liga
Anthony Losilla,FRA,Bochum,37,1986,28.6,896,881,13,4,2,3,6,2,0,0,0,0,649,2,21,,Midfielder,Bundesliga
Jordan Lotomba,SUI,Nice,24,1998,20.0,994,799,193,36,0,2,20,156,1,0,0,0,834,2,22,,Defender,Ligue 1
Tom Louchet,FRA,Nice,20,2003,4.5,257,211,46,12,0,0,33,21,13,6,7,0,195,0,5,Defender,Midfielder,Ligue 1
Imran Louza,MAR,Lorient,24,1999,9.6,583,493,87,37,1,4,53,6,37,19,13,0,465,3,4,,Midfielder,Ligue 1
Matteo Lovato,ITA,Torino,23,2000,6.0,272,266,6,5,0,0,0,1,0,0,0,0,243,0,1,,Defender,Serie A
Matteo Lovato,ITA,Salernitana,23,2000,10.5,400,366,30,28,0,1,1,1,0,0,0,0,323,4,2,,Defender,Serie A
Dejan Lovren,CRO,Lyon,34,1989,8.0,440,418,22,10,0,2,3,1,0,0,0,0,371,0,5,,Defender,Ligue 1
Sandi Lovrić,SVN,Udinese,25,1998,22.1,718,621,92,37,2,7,82,10,43,15,22,0,543,5,17,,Midfielder,Serie A
Max Lowe,ENG,Sheffield Utd,26,1997,5.6,130,113,17,0,0,0,8,15,2,2,0,0,84,0,6,Midfielder,Defender,Premier League
Anthony Lozano,HON,Getafe,30,1993,1.0,16,16,0,0,0,0,1,0,0,0,0,0,10,0,1,Forward,Midfielder,La Liga
Anthony Lozano,HON,Almería,30,1993,8.6,136,120,15,0,0,0,4,0,0,0,0,0,98,1,4,,Forward,La Liga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Lucas,BRA,Cádiz,22,2001,17.1,807,632,169,14,2,4,72,145,10,6,2,0,595,6,14,,Defender,La Liga
Lorenzo Lucca,ITA,Udinese,22,2000,28.8,454,432,18,0,0,3,8,2,0,0,0,0,271,4,15,,Forward,Serie A
Jhon Lucumí,COL,Bologna,25,1998,24.6,1857,1771,84,57,0,13,1,16,0,0,0,0,1734,2,8,,Defender,Serie A
José Luis Gayà,ESP,Valencia,28,1995,19.9,1062,851,206,24,1,11,82,182,0,0,0,0,801,5,28,,Defender,La Liga
José Luis Morales,ESP,Villarreal,36,1987,11.6,214,204,7,0,1,2,10,0,0,0,0,0,154,3,9,Midfielder,Forward,La Liga
José Luis Palomino,ARG,Atalanta,33,1990,0.3,32,31,1,1,0,0,0,0,0,0,0,0,25,0,0,,Defender,Serie A
Douglas Luiz,BRA,Aston Villa,25,1998,33.3,2101,1857,237,129,11,13,115,6,100,61,7,2,1800,7,21,,Midfielder,Premier League
Romelu Lukaku,BEL,Roma,30,1993,29.3,621,574,40,0,0,1,13,0,0,0,0,0,438,7,26,,Forward,Serie A
Castello Lukeba,FRA,RB Leipzig,20,2002,24.3,1885,1839,45,34,1,10,5,5,0,0,0,0,1726,1,12,,Defender,Bundesliga
Dodi Lukebakio,BEL,Sevilla,25,1997,12.5,351,337,11,4,1,4,36,2,2,1,1,0,269,3,16,Midfielder,Forward,La Liga
Saša Lukić,SRB,Fulham,26,1996,12.5,496,472,21,15,4,1,4,0,0,0,0,0,428,3,7,,Midfielder,Premier League
Karlo Lulić,CRO,Frosinone,27,1996,0.2,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0,,Midfielder,Serie A
Andriy Lunin,UKR,Real Madrid,24,1999,21.0,666,531,133,17,0,1,0,0,0,0,0,0,580,2,2,,Goalkeeper,La Liga
Sebastiano Luperto,ITA,Empoli,26,1996,37.8,1785,1657,122,71,2,8,12,33,0,0,0,0,1455,6,10,,Defender,Serie A
Mateus Lusuardi,BRA,Frosinone,19,2004,2.4,154,134,19,4,0,0,1,15,0,0,0,0,134,1,0,,Defender,Serie A
Andreas Luthe,GER,Bochum,36,1987,1.0,49,37,12,5,0,0,0,0,0,0,0,0,25,0,0,,Goalkeeper,Bundesliga
Zito Luvumbo,ANG,Cagliari,21,2002,21.6,388,354,29,3,2,2,82,10,8,0,3,0,246,5,23,Midfielder,Forward,Serie A
Charalambos Lykogiannis,GRE,Bologna,29,1993,10.0,594,496,96,9,0,8,59,84,3,2,1,0,451,2,16,,Defender,Serie A
Senne Lynen,BEL,Werder Bremen,24,1999,20.0,903,863,39,24,2,6,4,1,0,0,0,0,746,1,13,,Midfielder,Bundesliga
Joshua M'Bahia,CIV,Clermont Foot,18,2005,0.2,15,14,1,0,0,0,0,1,0,0,0,0,12,0,0,,Midfielder,Ligue 1
Othmane Maamma,FRA,Montpellier,17,2005,1.0,32,32,0,0,0,0,4,0,0,0,0,0,25,0,1,,Forward,Ligue 1
Ian Maatsen,NED,Chelsea,21,2002,2.3,138,126,12,0,1,0,8,11,1,0,1,0,97,0,1,Midfielder,Forward,Premier League
Ian Maatsen,NED,Dortmund,21,2002,14.0,1060,945,112,17,3,8,26,94,1,1,0,0,928,3,20,,Defender,Bundesliga
Alexis Mac Allister,ARG,Liverpool,24,1998,28.9,1967,1900,61,38,14,11,32,2,11,2,9,0,1704,6,32,,Midfielder,Premier League
Deiver Machado,COL,Lens,29,1993,12.5,488,396,91,3,0,0,29,87,0,0,0,0,383,1,17,,Defender,Ligue 1
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Darwin Machís,VEN,Cádiz,30,1993,8.7,290,253,36,10,0,6,64,6,20,12,3,0,177,1,16,,Midfielder,La Liga
James Maddison,ENG,Tottenham,26,1996,23.7,1500,1322,167,59,14,6,133,10,96,45,34,0,1210,11,30,,Midfielder,Premier League
Noni Madueke,ENG,Chelsea,21,2002,11.7,486,472,10,2,2,0,22,6,2,1,0,0,412,4,6,,Forward,Premier League
Pablo Maffeo,ESP,Mallorca,26,1997,16.2,603,482,119,2,2,2,67,116,1,0,0,0,374,2,20,,Defender,La Liga
Gabriel Magalhães,BRA,Arsenal,25,1997,33.8,2157,2030,122,53,2,4,4,4,0,0,0,0,1914,5,22,,Defender,Premier League
Soungoutou Magassa,FRA,Monaco,19,2003,15.0,998,977,21,18,1,21,3,3,0,0,0,0,871,0,14,Midfielder,Defender,Ligue 1
Giulio Maggiore,ITA,Salernitana,25,1998,20.0,797,777,13,12,1,4,3,0,0,0,0,0,619,7,23,,Midfielder,Serie A
Matej Maglica,CRO,Darmstadt 98,24,1998,18.9,999,955,41,37,1,8,7,4,0,0,0,0,759,3,14,,Defender,Bundesliga
Giangiacomo Magnani,ITA,Hellas Verona,27,1995,27.2,994,939,49,48,0,21,12,1,0,0,0,0,785,6,6,,Defender,Serie A
Hugo Magnetti,FRA,Brest,25,1998,26.0,1143,1105,36,13,1,7,20,10,2,0,0,0,1008,2,17,,Midfielder,Ligue 1
Yohann Magnin,FRA,Clermont Foot,26,1997,18.7,836,810,25,13,1,4,14,9,3,3,0,0,698,1,12,,Midfielder,Ligue 1
Frank Magri,CMR,Toulouse,23,1999,16.0,333,323,9,0,3,1,17,4,0,0,0,0,231,1,11,Midfielder,Forward,Ligue 1
Harry Maguire,ENG,Manchester Utd,30,1993,18.4,1103,1018,83,36,0,13,3,2,0,0,0,0,917,2,3,,Defender,Premier League
Jon Magunacelaya,ESP,Real Sociedad,23,2000,1.3,45,45,0,0,0,0,3,0,0,0,0,0,30,0,3,Midfielder,Forward,La Liga
Adel Mahamoud,COM,Nantes,20,2003,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,,Forward,Ligue 1
Arne Maier,GER,Augsburg,24,1999,11.1,593,498,92,21,0,2,85,8,61,17,34,0,449,3,12,,Midfielder,Bundesliga
Habib Maïga,CIV,Metz,27,1996,1.6,63,62,0,0,0,0,1,0,0,0,0,0,47,1,1,Forward,Midfielder,Ligue 1
Mike Maignan,FRA,Milan,28,1995,29.0,1228,1027,190,43,0,2,0,0,0,0,0,0,1033,11,2,,Goalkeeper,Serie A
Linton Maina,GER,Köln,24,1999,21.1,661,613,47,3,0,1,74,40,3,1,1,0,484,1,43,Midfielder,Forward,Bundesliga
Patrick Mainka,GER,Heidenheim,28,1994,34.0,1555,1523,29,25,0,3,0,4,0,0,0,0,1289,3,16,,Defender,Bundesliga
Kobbie Mainoo,ENG,Manchester Utd,18,2005,21.4,868,863,5,4,8,3,6,0,0,0,0,0,748,0,16,,Midfielder,Premier League
Ainsley Maitland-Niles,ENG,Lyon,25,1997,15.9,796,694,98,9,1,5,21,86,3,1,0,0,663,4,12,Midfielder,Defender,Ligue 1
Radosław Majecki,POL,Monaco,23,1999,12.0,376,271,105,25,0,0,0,0,0,0,0,0,277,0,0,,Goalkeeper,Ligue 1
Lovro Majer,CRO,Rennes,25,1998,0.2,16,15,1,0,0,0,1,0,1,0,1,0,14,0,1,,Midfielder,Ligue 1
Lovro Majer,CRO,Wolfsburg,25,1998,23.4,1039,968,68,18,1,2,89,3,42,21,17,0,760,3,40,Forward,Midfielder,Bundesliga
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Jean-Victor Makengo,FRA,Lorient,25,1998,5.3,277,271,6,4,0,2,5,1,1,0,0,0,244,0,6,Forward,Midfielder,Ligue 1
Jordy Makengo,FRA,Freiburg,21,2001,11.4,545,479,66,9,0,1,23,57,0,0,0,0,449,0,10,,Defender,Bundesliga
Antoine Makoumbou,CGO,Cagliari,25,1998,30.0,1210,1171,33,23,4,19,11,8,0,0,0,0,1065,6,11,,Midfielder,Serie A
Nemanja Maksimović,SRB,Getafe,28,1995,36.3,1036,969,63,19,1,3,5,5,0,0,0,0,844,4,16,,Midfielder,La Liga
Julián Malatini,ARG,Werder Bremen,22,2001,6.7,364,346,16,14,0,1,6,2,0,0,0,0,295,2,8,,Defender,Bundesliga
Daniel Maldini,ITA,Monza,21,2001,3.7,114,103,11,2,1,0,9,0,8,3,2,0,89,0,1,Forward,Midfielder,Serie A
Daniel Maldini,ITA,Empoli,21,2001,2.9,80,68,10,3,0,1,5,1,1,1,0,0,61,2,3,Midfielder,Forward,Serie A
Youssef Maleh,MAR,Empoli,24,1998,28.9,1028,975,44,18,4,5,47,7,9,4,4,0,790,9,27,,Midfielder,Serie A
Donyell Malen,NED,Dortmund,24,1999,19.8,546,525,18,4,6,4,39,9,4,0,0,0,410,3,23,Midfielder,Forward,Bundesliga
Ruslan Malinovskyi,UKR,Genoa,30,1993,17.2,719,688,26,15,5,9,19,5,5,4,0,1,573,5,13,,Midfielder,Serie A
Lennard Maloney,USA,Heidenheim,23,1999,25.4,942,921,19,15,0,15,4,3,0,0,0,0,698,2,21,,Midfielder,Bundesliga
Aaron Malouda,FRA,Lille,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Forward,Ligue 1
Giorgi Mamardashvili,GEO,Valencia,22,2000,36.5,1111,714,395,150,0,0,0,0,0,0,0,0,589,2,1,,Goalkeeper,La Liga
David Mamutovic,GER,Mainz 05,22,2000,0.1,10,10,0,0,0,0,1,0,0,0,0,0,7,0,0,Defender,Forward,Bundesliga
Wilson Manafá,POR,Granada,29,1994,2.7,135,106,29,0,1,1,8,29,0,0,0,0,104,0,3,Midfielder,Defender,La Liga
Hianga Mananga Mbock,FRA,Brest,23,1999,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Forward,Midfielder,Ligue 1
Gianluca Mancini,ITA,Roma,27,1996,31.9,2011,1909,98,72,2,7,24,5,0,0,0,0,1744,4,6,,Defender,Serie A
Marco Mancosu,ITA,Cagliari,34,1988,1.7,62,54,7,2,1,0,4,0,1,0,1,0,39,1,2,Forward,Midfielder,Serie A
Steve Mandanda,FRA,Rennes,38,1985,34.0,1209,921,288,96,0,0,0,0,0,0,0,0,885,0,0,,Goalkeeper,Ligue 1
Christos Mandas,GRE,Lazio,21,2001,8.0,269,220,49,20,0,0,0,0,0,0,0,0,181,0,0,,Goalkeeper,Serie A
Reinildo Mandava,MOZ,Atlético Madrid,29,1994,8.1,414,360,53,7,0,2,6,46,0,0,0,0,353,1,6,,Defender,La Liga
Aïssa Mandi,ALG,Villarreal,31,1991,12.4,734,688,45,24,2,3,0,4,0,0,0,0,671,1,4,,Defender,La Liga
Rolando Mandragora,ITA,Fiorentina,26,1997,17.6,761,701,60,32,0,8,34,5,19,4,7,0,606,0,16,,Midfielder,Serie A
Orel Mangala,BEL,Nott'ham Forest,25,1998,17.4,646,639,5,4,1,2,2,0,0,0,0,0,570,2,6,,Midfielder,Premier League
Orel Mangala,BEL,Lyon,25,1998,4.4,182,179,3,3,1,2,2,0,0,0,0,0,154,0,3,,Midfielder,Ligue 1
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Vito Mannone,ITA,Lille,35,1988,1.0,38,33,5,4,0,0,0,0,0,0,0,0,27,0,0,,Goalkeeper,Ligue 1
Kostas Manolas,GRE,Salernitana,32,1991,5.4,303,295,8,8,1,2,1,0,0,0,0,0,276,0,0,,Defender,Serie A
Javier Manquillo,ESP,Celta Vigo,29,1994,8.3,436,360,76,6,1,0,5,70,0,0,0,0,357,0,9,Midfielder,Defender,La Liga
Braydon Manu,GHA,Darmstadt 98,26,1997,1.9,33,29,3,0,0,0,4,3,0,0,0,0,24,1,4,,Midfielder,Bundesliga
Benson Manuel,ANG,Burnley,26,1997,1.3,59,52,6,0,0,0,9,2,4,0,1,0,48,1,3,Forward,Midfielder,Premier League
Faitout Maouassa,FRA,Granada,25,1998,2.5,97,67,30,5,0,1,20,19,6,6,0,0,58,0,6,Midfielder,Defender,La Liga
Faitout Maouassa,FRA,Lens,25,1998,0.8,29,20,9,0,0,0,3,8,1,0,1,0,20,0,1,Defender,Midfielder,Ligue 1
Marcão,BRA,Sevilla,27,1996,3.9,199,190,6,5,0,0,0,1,0,0,0,0,176,3,1,,Defender,La Liga
Solly March,ENG,Brighton,29,1994,6.2,261,222,39,8,1,1,21,19,12,6,2,0,203,0,7,Defender,Forward,Premier League
Riccardo Marchizza,ITA,Frosinone,25,1998,12.8,558,444,112,10,0,2,22,102,0,0,0,0,423,2,16,,Defender,Serie A
Gian Marco Ferrari,ITA,Sassuolo,31,1992,25.2,1300,1193,104,69,0,10,14,7,0,0,0,0,1073,3,6,,Defender,Serie A
Óscar de Marcos,ESP,Athletic Club,34,1989,25.1,1566,1262,298,30,1,3,121,267,1,1,0,0,1243,6,33,,Defender,La Liga
Alberto Marí,ESP,Valencia,22,2001,3.1,61,56,5,0,0,0,2,0,0,0,0,0,38,0,6,,Forward,La Liga
José Mari,ESP,Cádiz,35,1987,0.2,21,18,2,2,0,0,0,0,0,0,0,0,16,1,1,Forward,Midfielder,La Liga
Pablo Marí,ESP,Monza,29,1993,29.1,1737,1670,66,31,0,5,4,12,0,0,0,0,1581,1,6,,Defender,Serie A
José María Giménez,URU,Atlético Madrid,28,1995,14.7,653,626,25,21,0,12,1,0,0,0,0,0,562,2,6,,Defender,La Liga
Mariano,DOM,Sevilla,29,1993,2.7,53,46,7,0,1,1,1,1,0,0,0,0,37,0,2,Midfielder,Forward,La Liga
Mirko Marić,CRO,Monza,28,1995,3.2,91,87,4,0,0,0,1,0,0,0,0,0,66,0,4,,Forward,Serie A
Rafa Marín,ESP,Alavés,21,2002,27.1,1025,962,60,54,0,23,1,3,0,0,0,0,846,3,7,,Defender,La Liga
Răzvan Marin,ROU,Empoli,27,1996,20.2,907,747,154,90,8,2,98,3,57,20,33,0,671,6,11,,Midfielder,Serie A
Diego Mariño,ESP,Almería,33,1990,1.0,27,25,2,0,0,0,0,0,0,0,0,0,23,0,0,,Goalkeeper,La Liga
Guillermo Maripán,CHI,Monaco,29,1994,19.6,1054,1010,42,36,0,2,0,4,0,0,0,0,934,2,9,,Defender,Ligue 1
Mika Màrmol,ESP,Las Palmas,21,2002,35.3,2586,2368,211,95,1,7,5,36,0,0,0,0,2282,7,20,,Defender,La Liga
Omar Marmoush,EGY,Eint Frankfurt,24,1999,25.6,574,494,78,7,7,5,33,5,16,5,10,0,407,2,27,Midfielder,Forward,Bundesliga
Marquinhos,BRA,Nantes,20,2003,1.7,67,62,5,1,0,0,5,3,0,0,0,0,50,0,2,Midfielder,Forward,Ligue 1
Player,,Squad,Ag,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,,Po,Bundesliga
Marquinhos,BRA,Paris S-G,29,1994,17.1,1807,1757,47,22,4,3,0,21,0,0,0,0,1706,3,6,,Defender,Ligue 1
Unai Marrero,ESP,Real Sociedad,21,2001,1.6,45,22,23,15,0,0,0,0,0,0,0,0,28,0,1,,Goalkeeper,La Liga
Agustín Martegani,ARG,Salernitana,23,2000,8.1,297,280,12,8,1,1,1,2,2,0,0,0,248,5,4,,Midfielder,Serie A
Eric Martel,GER,Köln,21,2002,27.3,1126,1109,14,10,0,0,19,4,0,0,0,0,913,3,26,,Midfielder,Bundesliga
Roger Martí,ESP,Cádiz,32,1991,15.1,344,313,28,1,3,2,9,0,0,0,0,0,225,3,15,,Forward,La Liga
Anthony Martial,FRA,Manchester Utd,27,1995,5.0,139,131,6,0,0,0,0,0,0,0,0,0,109,2,3,,Forward,Premier League
Aarón Martín,ESP,Genoa,26,1997,15.3,619,495,119,16,0,2,106,71,32,7,21,0,431,5,22,,Defender,Serie A
Iván Martín,ESP,Girona,24,1999,30.3,1628,1583,37,20,2,4,10,6,0,0,0,0,1487,8,19,,Midfielder,La Liga
Jon Martin,ESP,Real Sociedad,17,2006,0.3,7,7,0,0,0,1,0,0,0,0,0,0,5,0,0,,Defender,La Liga
Jonas Martin,FRA,Brest,33,1990,13.4,962,927,33,21,0,9,7,8,2,1,0,0,839,2,12,,Midfielder,Ligue 1
Mario Martín,ESP,Real Madrid,19,2004,0.2,15,14,1,1,0,0,0,0,0,0,0,0,12,0,0,,Midfielder,La Liga
Gabriel Martinelli,BRA,Arsenal,22,2001,22.4,929,878,49,3,3,3,109,11,35,30,0,0,724,2,29,,Forward,Premier League
Tommaso Martinelli,ITA,Fiorentina,17,2006,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,Serie A
Arnau Martinez,ESP,Girona,20,2003,13.8,834,731,101,25,2,3,7,76,0,0,0,0,751,2,8,,Defender,La Liga
Emiliano Martínez,ARG,Aston Villa,30,1992,33.5,1436,1170,259,100,0,0,0,0,0,0,0,0,1190,7,1,,Goalkeeper,Premier League
Iñigo Martínez,ESP,Barcelona,32,1991,14.4,1132,1092,37,22,3,22,3,8,0,0,0,0,1001,3,4,,Defender,La Liga
Josep Martinez,ESP,Genoa,25,1998,36.0,1430,1129,295,124,0,5,0,0,0,0,0,0,1017,6,2,,Goalkeeper,Serie A
Lautaro Martínez,ARG,Inter,25,1997,29.5,782,734,42,4,12,3,15,1,0,0,0,0,604,6,28,,Forward,Serie A
Lisandro Martínez,ARG,Manchester Utd,25,1998,7.2,446,414,30,10,1,1,2,0,0,0,0,0,411,2,1,,Defender,Premier League
Marc Martínez,ESP,Granada,33,1990,3.0,98,64,34,10,0,0,0,0,0,0,0,0,75,0,0,,Goalkeeper,La Liga
Lucas Martínez Quarta,ARG,Fiorentina,27,1996,25.5,1668,1609,50,47,2,28,5,3,0,0,0,0,1362,9,14,,Defender,Serie A
Adam Marušić,MNE,Lazio,30,1992,34.4,1880,1575,304,20,0,4,44,284,0,0,0,0,1560,1,27,,Defender,Serie A
Marvin,ESP,Las Palmas,23,2000,20.6,774,723,49,5,0,1,91,43,1,0,1,0,557,2,36,Defender,Forward,La Liga
