Player,Nation,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Position_2,Position,League
Alberto Marí,ESP,Valencia,22,2001,3.1,38,61,62.3,498,112,22,30,73.3,11,16,68.8,2,2,100.0,1,0.9,0.9,+0.1,6,3,1,0,6,,Forward,La Liga
José Mari,ESP,Cádiz,35,1987,0.2,16,21,76.2,322,49,5,5,100.0,8,9,88.9,2,4,50.0,0,0.0,0.0,0.0,2,4,0,0,1,Forward,Midfielder,La Liga
Pablo Marí,ESP,Monza,29,1993,29.1,1581,1737,91.0,33221,11252,421,451,93.3,919,957,96.0,231,310,74.5,0,0.3,0.6,-0.3,4,92,3,1,62,,Defender,Serie A
José María Giménez,URU,Atlético Madrid,28,1995,14.7,562,653,86.1,11718,4822,169,188,89.9,308,333,92.5,80,116,69.0,0,0.1,0.1,-0.1,2,27,0,0,26,,Defender,La Liga
Mariano,DOM,Sevilla,29,1993,2.7,37,53,69.8,554,127,19,26,73.1,10,14,71.4,5,8,62.5,0,0.1,0.1,-0.1,2,2,1,1,6,Midfielder,Forward,La Liga
Mirko Marić,CRO,Monza,28,1995,3.2,66,91,72.5,793,84,45,53,84.9,15,21,71.4,1,2,50.0,0,0.5,0.2,-0.5,5,0,1,0,4,,Forward,Serie A
Rafa Marín,ESP,Alavés,21,2002,27.1,846,1025,82.5,17631,7334,259,291,89.0,454,506,89.7,127,211,60.2,0,0.3,0.4,-0.3,5,71,2,0,77,,Defender,La Liga
Răzvan Marin,ROU,Empoli,27,1996,20.2,671,907,74.0,12562,4126,289,338,85.5,265,315,84.1,99,212,46.7,3,3.0,2.9,0.0,33,62,13,6,72,,Midfielder,Serie A
Diego Mariño,ESP,Almería,33,1990,1.0,23,27,85.2,429,237,11,11,100.0,10,10,100.0,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,0,,Goalkeeper,La Liga
Guillermo Maripán,CHI,Monaco,29,1994,19.6,934,1054,88.6,18953,6908,232,262,88.5,582,622,93.6,105,143,73.4,0,0.5,0.2,-0.5,4,51,1,0,59,,Defender,Ligue 1
Mika Màrmol,ESP,Las Palmas,21,2002,35.3,2282,2586,88.2,35639,14409,1170,1235,94.7,969,1048,92.5,96,218,44.0,1,1.0,1.1,0.0,5,147,5,2,142,,Defender,La Liga
Omar Marmoush,EGY,Eint Frankfurt,24,1999,25.6,407,574,70.9,6183,1361,218,273,79.9,135,180,75.0,32,56,57.1,6,4.4,4.4,+1.6,40,31,21,2,60,Midfielder,Forward,Bundesliga
Marquinhos,BRA,Nantes,20,2003,1.7,50,67,74.6,768,223,30,37,81.1,18,21,85.7,2,6,33.3,0,0.7,0.7,-0.7,5,2,4,2,4,Midfielder,Forward,Ligue 1
Marquinhos,BRA,Paris S-G,29,1994,17.1,1706,1807,94.4,31879,9264,556,573,97.0,981,1008,97.3,141,190,74.2,1,0.5,0.7,+0.5,9,165,5,0,114,,Defender,Ligue 1
Unai Marrero,ESP,Real Sociedad,21,2001,1.6,28,45,62.2,934,792,5,6,83.3,13,13,100.0,10,26,38.5,0,0.0,0.1,0.0,0,2,0,0,0,,Goalkeeper,La Liga
Agustín Martegani,ARG,Salernitana,23,2000,8.1,248,297,83.5,3504,949,148,160,92.5,73,87,83.9,13,20,65.0,0,0.5,0.4,-0.5,6,29,4,0,28,,Midfielder,Serie A
Eric Martel,GER,Köln,21,2002,27.3,913,1126,81.1,14506,3416,421,495,85.1,422,488,86.5,38,73,52.1,1,1.1,0.8,-0.1,12,83,6,3,75,,Midfielder,Bundesliga
Roger Martí,ESP,Cádiz,32,1991,15.1,225,344,65.4,3085,656,140,191,73.3,69,98,70.4,9,23,39.1,3,2.9,1.3,+0.1,11,12,6,0,19,,Forward,La Liga
Anthony Martial,FRA,Manchester Utd,27,1995,5.0,109,139,78.4,1267,263,70,80,87.5,25,33,75.8,1,2,50.0,0,0.2,0.2,-0.2,6,6,2,0,12,,Forward,Premier League
Aarón Martín,ESP,Genoa,26,1997,15.3,431,619,69.6,7748,2727,195,216,90.3,169,227,74.4,54,128,42.2,1,1.7,1.7,-0.7,26,26,16,11,35,,Defender,Serie A
Iván Martín,ESP,Girona,24,1999,30.3,1487,1628,91.3,22088,4489,824,873,94.4,552,592,93.2,62,76,81.6,4,3.4,3.3,+0.6,29,104,17,1,143,,Midfielder,La Liga
Jon Martin,ESP,Real Sociedad,17,2006,0.3,5,7,71.4,125,44,1,2,50.0,3,3,100.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,,Defender,La Liga
Jonas Martin,FRA,Brest,33,1990,13.4,839,962,87.2,14484,3556,361,416,86.8,365,396,92.2,77,97,79.4,1,0.9,0.9,+0.1,15,83,4,0,105,,Midfielder,Ligue 1
Mario Martín,ESP,Real Madrid,19,2004,0.2,12,15,80.0,175,42,5,5,100.0,6,9,66.7,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,,Midfielder,La Liga
Gabriel Martinelli,BRA,Arsenal,22,2001,22.4,724,929,77.9,11003,2008,424,490,86.5,237,292,81.2,47,85,55.3,4,6.1,5.2,-2.1,46,22,33,7,65,,Forward,Premier League
Tommaso Martinelli,ITA,Fiorentina,17,2006,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Goalkeeper,Serie A
Arnau Martinez,ESP,Girona,20,2003,13.8,751,834,90.0,11819,3256,362,384,94.3,342,366,93.4,27,49,55.1,2,1.4,1.5,+0.6,11,62,9,4,68,,Defender,La Liga
Emiliano Martínez,ARG,Aston Villa,30,1992,33.5,1190,1436,82.9,28047,16368,248,250,99.2,715,722,99.0,223,452,49.3,0,0.0,0.0,0.0,2,21,0,0,2,,Goalkeeper,Premier League
Iñigo Martínez,ESP,Barcelona,32,1991,14.4,1001,1132,88.4,18676,6217,403,432,93.3,464,496,93.5,118,173,68.2,0,0.0,0.5,0.0,1,99,5,1,97,,Defender,La Liga
Josep Martinez,ESP,Genoa,25,1998,36.0,1017,1430,71.1,30756,22375,123,125,98.4,498,513,97.1,392,777,50.5,0,0.0,0.1,0.0,1,37,0,0,2,,Goalkeeper,Serie A
Lautaro Martínez,ARG,Inter,25,1997,29.5,604,782,77.2,8821,2104,328,393,83.5,194,232,83.6,41,59,69.5,3,3.6,2.0,-0.6,36,45,21,2,80,,Forward,Serie A
Lisandro Martínez,ARG,Manchester Utd,25,1998,7.2,411,446,92.2,6870,2103,186,192,96.9,192,202,95.0,26,41,63.4,1,0.1,0.1,+0.9,3,29,1,0,28,,Defender,Premier League
Marc Martínez,ESP,Granada,33,1990,3.0,75,98,76.5,2109,1699,19,19,100.0,31,32,96.9,25,47,53.2,0,0.0,0.0,0.0,0,1,0,0,0,,Goalkeeper,La Liga
Lucas Martínez Quarta,ARG,Fiorentina,27,1996,25.5,1362,1668,81.7,27951,11563,461,490,94.1,695,779,89.2,194,349,55.6,1,1.8,1.1,-0.8,15,160,18,2,177,,Defender,Serie A
Adam Marušić,MNE,Lazio,30,1992,34.4,1560,1880,83.0,24140,9157,843,935,90.2,582,704,82.7,89,159,56.0,0,0.8,1.1,-0.8,10,110,24,11,118,,Defender,Serie A
Marvin,ESP,Las Palmas,23,2000,20.6,557,774,72.0,8082,1609,316,378,83.6,203,266,76.3,17,52,32.7,2,2.5,2.0,-0.5,13,16,13,6,36,Defender,Forward,La Liga
Omar Mascarell,EQG,Mallorca,30,1993,17.5,638,779,81.9,11983,3142,272,310,87.7,279,317,88.0,79,120,65.8,0,0.0,0.2,0.0,3,64,6,0,67,,Midfielder,La Liga
Adam Masina,MAR,Udinese,29,1994,0.7,22,30,73.3,345,153,12,15,80.0,8,9,88.9,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,1,,Defender,Serie A
Adam Masina,MAR,Torino,29,1994,11.4,557,652,85.4,9669,4033,236,259,91.1,275,317,86.8,37,61,60.7,0,0.2,0.4,-0.2,3,35,4,0,42,,Defender,Serie A
Erhan Mašović,SRB,Bochum,24,1998,24.7,570,732,77.9,10260,3003,219,269,81.4,279,314,88.9,51,109,46.8,0,0.3,0.8,-0.3,4,43,5,0,47,Midfielder,Defender,Bundesliga
Han-Noah Massengo,FRA,Burnley,22,2001,0.2,6,12,50.0,74,42,5,7,71.4,1,4,25.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,Defender,Midfielder,Premier League
Roberto Massimo,GER,Stuttgart,22,2000,0.9,30,39,76.9,482,109,14,18,77.8,13,14,92.9,2,3,66.7,0,0.0,0.0,0.0,1,1,0,0,3,Defender,Forward,Bundesliga
Clinton Mata,ANG,Lyon,30,1992,24.7,1286,1514,84.9,20444,7341,635,699,90.8,526,574,91.6,76,164,46.3,3,2.2,2.7,+0.8,14,80,18,12,97,,Defender,Ligue 1
Jaime Mata,ESP,Getafe,34,1988,19.9,340,521,65.3,4502,751,219,281,77.9,88,142,62.0,14,39,35.9,1,1.5,1.6,-0.5,18,12,11,6,19,Midfielder,Forward,La Liga
Pape Matar Sarr,SEN,Tottenham,20,2002,23.0,1179,1349,87.4,17118,4177,662,718,92.2,402,453,88.7,52,77,67.5,3,2.2,2.1,+0.8,20,108,23,4,150,,Midfielder,Premier League
Eliot Matazo,BEL,Monaco,21,2002,1.1,50,63,79.4,817,348,24,28,85.7,19,26,73.1,5,7,71.4,1,1.0,0.7,0.0,2,5,1,0,10,,Midfielder,Ligue 1
Jean-Philippe Mateta,FRA,Crystal Palace,26,1997,25.4,309,433,71.4,4043,785,195,245,79.6,75,112,67.0,13,14,92.9,5,3.1,1.3,+1.9,32,11,14,4,25,,Forward,Premier League
Nemanja Matić,SRB,Rennes,34,1988,11.4,695,804,86.4,13054,4052,239,274,87.2,331,357,92.7,95,125,76.0,0,0.8,0.9,-0.8,12,88,8,2,83,,Midfielder,Ligue 1
Nemanja Matić,SRB,Lyon,34,1988,13.9,845,989,85.4,14848,4926,365,404,90.3,364,398,91.5,86,128,67.2,0,0.6,1.3,-0.6,7,103,12,0,118,,Midfielder,Ligue 1
Joël Matip,CMR,Liverpool,31,1991,8.7,494,564,87.6,8687,3066,198,216,91.7,257,287,89.5,33,47,70.2,0,0.1,0.1,-0.1,2,27,2,0,34,,Defender,Premier League
Alex Matos,ENG,Chelsea,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Midfielder,Premier League
Chrislain Matsima,FRA,Clermont Foot,21,2002,13.1,569,655,86.9,9651,3929,238,262,90.8,287,312,92.0,27,56,48.2,0,0.0,0.1,0.0,0,34,1,0,45,,Defender,Ligue 1
Chrislain Matsima,FRA,Monaco,21,2002,3.3,215,231,93.1,3943,1598,75,84,89.3,120,124,96.8,15,17,88.2,1,0.1,0.1,+0.9,3,39,0,0,31,,Defender,Ligue 1
Jean Mattéo Bahoya,FRA,Eint Frankfurt,18,2005,2.0,62,82,75.6,996,107,30,37,81.1,26,32,81.3,5,7,71.4,0,0.1,0.1,-0.1,3,1,1,1,3,Forward,Midfielder,Bundesliga
Remi Matthews,ENG,Crystal Palace,29,1994,0.0,0,5,0.0,0,0,0,0,0,0,0,0,0,5,0.0,0,0.0,0.0,0.0,0,0,0,0,0,,Goalkeeper,Premier League
Alan Matturro,URU,Genoa,18,2004,1.2,16,25,64.0,260,134,7,8,87.5,7,8,87.5,1,6,16.7,0,0.0,0.0,0.0,0,3,0,0,4,,Defender,Serie A
Azor Matusiwa,NED,Reims,25,1998,15.4,650,750,86.7,11790,3104,236,283,83.4,308,328,93.9,73,92,79.3,0,0.7,0.5,-0.7,15,65,5,0,78,,Midfielder,Ligue 1
Azor Matusiwa,NED,Rennes,25,1998,8.8,398,454,87.7,7072,2381,160,187,85.6,186,203,91.6,40,46,87.0,1,0.4,0.4,+0.6,10,61,5,1,64,,Midfielder,Ligue 1
Neal Maupay,FRA,Brentford,26,1996,14.7,282,392,71.9,4002,913,172,208,82.7,66,97,68.0,23,32,71.9,3,2.3,2.2,+0.7,15,17,17,2,37,,Forward,Premier League
Neal Maupay,FRA,Everton,26,1996,1.2,22,26,84.6,353,14,12,13,92.3,8,9,88.9,1,1,100.0,0,0.1,0.0,-0.1,1,0,0,0,0,,Forward,Premier League
Aïman Maurer,MAR,Clermont Foot,18,2004,0.6,21,29,72.4,304,40,14,17,82.4,7,11,63.6,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,2,Forward,Midfielder,Ligue 1
Konstantinos Mavropanos,GRE,West Ham,25,1997,16.7,482,635,75.9,9625,3911,155,179,86.6,266,303,87.8,53,131,40.5,0,0.2,0.1,-0.2,3,29,1,0,38,,Defender,Premier League
Christian Mawissa,FRA,Toulouse,18,2005,12.4,511,617,82.8,8500,2791,234,261,89.7,243,280,86.8,27,59,45.8,0,0.3,0.4,-0.3,3,28,4,1,39,,Defender,Ligue 1
Philipp Max,GER,Eint Frankfurt,29,1993,15.0,742,898,82.6,11783,4002,386,415,93.0,299,358,83.5,45,91,49.5,2,2.8,2.4,-0.8,20,54,15,9,63,,Defender,Bundesliga
Eric Maxim Choupo-Moting,CMR,Bayern Munich,34,1989,8.0,232,282,82.3,3095,675,151,166,91.0,58,73,79.5,10,13,76.9,2,1.8,1.4,+0.2,16,12,8,2,21,Forward,Midfielder,Bundesliga
Luís Maximiano,POR,Almería,24,1999,33.0,833,1266,65.8,22967,17069,144,144,100.0,424,434,97.7,265,681,38.9,0,0.0,0.0,0.0,0,11,0,0,0,,Goalkeeper,La Liga
Noam Mayoka-Tika,BEL,Marseille,19,2003,0.0,1,1,100.0,22,8,0,0,0,1,1,100.0,0,0,0,0,0.0,0.0,0.0,0,1,0,0,0,,Midfielder,Ligue 1
Borja Mayoral,ESP,Getafe,26,1997,23.9,422,558,75.6,6846,1339,216,252,85.7,124,166,74.7,48,63,76.2,1,1.4,1.3,-0.4,20,48,7,2,67,,Forward,La Liga
Senny Mayulu,FRA,Paris S-G,17,2006,3.6,145,175,82.9,2073,370,82,96,85.4,51,59,86.4,5,6,83.3,1,0.5,0.5,+0.5,6,13,7,3,11,Midfielder,Forward,Ligue 1
Youssef Maziz,FRA,Metz,25,1998,1.4,30,39,76.9,628,220,10,11,90.9,14,16,87.5,5,10,50.0,0,0.1,0.1,-0.1,3,4,0,0,6,Midfielder,Forward,Ligue 1
Noussair Mazraoui,MAR,Bayern Munich,25,1997,13.3,865,980,88.3,12528,4216,514,550,93.5,309,341,90.6,27,40,67.5,3,1.8,2.4,+1.2,15,92,17,3,103,,Defender,Bundesliga
Luca Mazzitelli,ITA,Frosinone,27,1995,24.6,974,1309,74.4,16656,5947,446,517,86.3,380,482,78.8,104,222,46.8,0,1.1,0.9,-1.1,13,131,14,2,167,,Midfielder,Serie A
Pasquale Mazzocchi,ITA,Salernitana,28,1995,14.1,460,635,72.4,6631,3051,276,317,87.1,149,210,71.0,20,68,29.4,1,1.3,1.0,-0.3,14,30,16,10,36,,Defender,Serie A
Pasquale Mazzocchi,ITA,Napoli,28,1995,4.8,225,276,81.5,3611,1120,136,148,91.9,74,100,74.0,15,24,62.5,1,0.2,0.3,+0.8,3,18,6,3,24,,Defender,Serie A
Kevin Mbabu,SUI,Augsburg,28,1995,22.7,644,1020,63.1,11482,5396,288,365,78.9,274,419,65.4,69,167,41.3,2,1.9,3.9,+0.1,20,64,30,20,84,,Defender,Bundesliga
Noah Mbamba,BEL,Leverkusen,18,2005,0.2,19,20,95.0,259,85,11,11,100.0,7,7,100.0,0,0,0,1,0.6,0.5,+0.4,1,4,1,1,2,,Midfielder,Bundesliga
Ethan Mbappé,FRA,Paris S-G,16,2006,0.5,42,46,91.3,603,187,20,21,95.2,17,20,85.0,1,1,100.0,0,0.0,0.0,0.0,0,4,1,0,1,Defender,Midfielder,Ligue 1
Kylian Mbappé,FRA,Paris S-G,24,1998,24.0,801,965,83.0,12061,2391,472,536,88.1,235,288,81.6,55,67,82.1,7,5.7,5.2,+1.3,40,73,44,1,122,,Forward,Ligue 1
Malick Mbaye,SEN,Metz,19,2004,1.7,34,54,63.0,683,120,14,23,60.9,12,21,57.1,6,7,85.7,0,0.2,0.2,-0.2,2,1,1,1,1,Forward,Midfielder,Ligue 1
Mamadou Mbaye,SEN,Cádiz,25,1998,3.2,47,84,56.0,996,518,15,21,71.4,20,29,69.0,10,28,35.7,0,0.0,0.0,0.0,0,3,0,0,4,,Defender,La Liga
Chancel Mbemba,COD,Marseille,28,1994,24.5,1222,1398,87.4,24175,8626,372,410,90.7,701,770,91.0,130,188,69.1,2,1.0,1.5,+1.0,7,124,11,3,131,,Defender,Ligue 1
Nolan Mbemba,CGO,Le Havre,28,1995,0.2,28,34,82.4,514,105,8,11,72.7,15,15,100.0,3,6,50.0,0,0.0,0.0,0.0,0,3,0,0,5,,Midfielder,Ligue 1
Bryan Mbeumo,CMR,Brentford,23,1999,21.8,511,765,66.8,7853,2424,299,373,80.2,144,220,65.5,48,91,52.7,6,4.6,5.6,+1.4,32,32,36,4,88,,Forward,Premier League
Christ Mbondi,FRA,Reims,18,2004,0.0,1,1,100.0,10,0,1,1,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Forward,Ligue 1
Jordi Mboula,ESP,Hellas Verona,24,1999,3.4,46,69,66.7,671,104,23,29,79.3,14,16,87.5,4,8,50.0,1,0.4,0.1,+0.6,3,1,0,0,4,Midfielder,Forward,Serie A
Nathanael Mbuku,FRA,Augsburg,21,2002,0.1,6,7,85.7,62,16,5,6,83.3,0,0,0,0,0,0,0,0.0,0.0,0.0,1,2,0,0,1,,Forward,Bundesliga
James Mcatee,ENG,Sheffield Utd,20,2002,20.2,362,530,68.3,5320,1456,209,263,79.5,113,168,67.3,25,56,44.6,3,2.9,2.1,+0.1,28,30,25,3,51,Forward,Midfielder,Premier League
James Mcatee,ENG,Manchester City,20,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Midfielder,Premier League
Oliver McBurnie,SCO,Sheffield Utd,27,1996,14.2,242,408,59.3,2917,746,163,256,63.7,57,97,58.8,4,7,57.1,3,2.0,2.0,+1.0,12,27,5,1,30,,Forward,Premier League
James McConnell,ENG,Liverpool,18,2004,0.0,5,6,83.3,93,29,2,2,100.0,3,3,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,,Midfielder,Premier League
John McGinn,SCO,Aston Villa,28,1994,33.3,972,1223,79.5,17953,5844,434,489,88.8,396,462,85.7,130,217,59.9,4,4.6,4.9,-0.6,44,124,52,14,189,Forward,Midfielder,Premier League
Scott McKenna,SCO,Nott'ham Forest,26,1996,4.6,137,186,73.7,2769,1280,38,48,79.2,82,109,75.2,17,28,60.7,0,0.2,0.2,-0.2,3,10,3,0,10,,Defender,Premier League
Weston McKennie,USA,Juventus,24,1998,28.8,898,1172,76.6,15437,4433,456,541,84.3,328,430,76.3,104,148,70.3,7,3.9,3.2,+3.1,41,52,28,11,92,Defender,Midfielder,Serie A
Dwight McNeil,ENG,Everton,23,1999,32.1,874,1266,69.0,14956,5035,465,534,87.1,263,371,70.9,116,252,46.0,6,8.8,8.2,-2.8,69,72,54,20,114,Forward,Midfielder,Premier League
Scott McTominay,SCO,Manchester Utd,26,1996,21.1,528,655,80.6,7877,2012,307,356,86.2,174,206,84.5,30,41,73.2,1,0.8,0.5,+0.2,11,63,9,0,64,Forward,Midfielder,Premier League
Facundo Medina,ARG,Lens,24,1999,30.2,1823,2112,86.3,32296,11954,738,813,90.8,885,958,92.4,149,256,58.2,3,1.8,2.6,+1.2,25,205,31,7,219,,Defender,Ligue 1
Ben Mee,ENG,Brentford,33,1989,14.1,511,667,76.6,9030,3658,218,249,87.6,235,285,82.5,49,103,47.6,0,0.3,0.7,-0.3,6,45,4,2,49,,Defender,Premier League
Marvin Mehlem,GER,Darmstadt 98,25,1997,16.5,448,587,76.3,7028,1674,235,279,84.2,167,200,83.5,28,51,54.9,2,1.1,1.5,+0.9,22,34,14,3,46,,Midfielder,Bundesliga
Bamo Meïté,CIV,Marseille,21,2001,7.1,462,507,91.1,7455,2273,216,229,94.3,206,221,93.2,25,36,69.4,0,0.0,0.1,0.0,1,26,1,0,29,,Defender,Ligue 1
Bamo Meïté,CIV,Lorient,21,2001,1.6,48,56,85.7,761,413,23,25,92.0,22,22,100.0,2,7,28.6,0,0.0,0.0,0.0,0,2,1,0,1,,Defender,Ligue 1
Hannibal Mejbri,TUN,Manchester Utd,20,2003,1.5,31,38,81.6,442,143,21,21,100.0,7,9,77.8,3,6,50.0,0,0.4,0.5,-0.4,2,6,1,0,6,Forward,Midfielder,Premier League
Hannibal Mejbri,TUN,Sevilla,20,2003,1.2,41,50,82.0,543,94,27,29,93.1,13,16,81.3,1,4,25.0,0,0.5,0.2,-0.5,4,4,3,0,5,,Midfielder,La Liga
Óscar Melendo,ESP,Granada,25,1997,12.5,328,409,80.2,5301,1219,160,180,88.9,128,156,82.1,27,41,65.9,0,0.5,1.0,-0.5,11,34,10,0,38,Forward,Midfielder,La Liga
Gonzalo Melero,ESP,Almería,29,1994,12.3,381,465,81.9,5720,1633,210,245,85.7,143,164,87.2,17,26,65.4,1,1.2,0.9,-0.2,11,44,7,0,49,Forward,Midfielder,La Liga
Birger Meling,NOR,Rennes,28,1994,0.2,7,7,100.0,98,22,5,5,100.0,2,2,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Defender,Ligue 1
Arthur Melo,BRA,Fiorentina,26,1996,22.1,1372,1502,91.3,26644,6117,466,504,92.5,724,763,94.9,168,202,83.2,3,1.7,2.3,+1.3,34,143,16,4,133,,Midfielder,Serie A
Memphis,NED,Atlético Madrid,29,1994,9.9,195,264,73.9,2877,727,121,149,81.2,49,60,81.7,16,25,64.0,1,1.8,1.6,-0.8,13,20,9,2,27,,Forward,La Liga
Houboulang Mendes,GNB,Almería,25,1998,4.4,129,177,72.9,2191,1089,62,69,89.9,54,75,72.0,10,22,45.5,0,0.0,0.0,0.0,1,12,1,1,9,,Defender,La Liga
Nuno Mendes,POR,Paris S-G,21,2002,3.0,183,222,82.4,3087,712,79,92,85.9,87,100,87.0,14,19,73.7,1,0.4,0.5,+0.6,3,11,2,1,21,,Defender,Ligue 1
Tomás Mendes,ESP,Alavés,18,2004,0.1,4,6,66.7,63,0,1,2,50.0,3,3,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Midfielder,La Liga
Brais Méndez,ESP,Real Sociedad,26,1997,26.8,942,1244,75.7,14889,4210,512,609,84.1,304,357,85.2,83,181,45.9,6,4.2,4.4,+1.8,40,109,30,5,128,Forward,Midfielder,La Liga
Bruno Méndez,URU,Granada,23,1999,14.8,452,636,71.1,8562,3375,164,195,84.1,220,283,77.7,55,120,45.8,0,0.1,0.2,-0.1,4,45,5,2,47,,Defender,La Liga
Diego Méndez,ESP,Rayo Vallecano,19,2003,0.1,2,2,100.0,26,21,1,1,100.0,1,1,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,,Midfielder,La Liga
Leonardo Mendicino,ITA,Atalanta,17,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Midfielder,Serie A
Antoine Mendy,FRA,Nice,19,2004,4.6,211,244,86.5,4086,1001,69,77,89.6,116,129,89.9,21,31,67.7,0,0.4,0.2,-0.4,2,15,2,2,12,,Defender,Ligue 1
Benjamin Mendy,FRA,Lorient,29,1994,7.9,318,468,67.9,5341,2047,156,190,82.1,122,170,71.8,29,84,34.5,1,1.9,3.0,-0.9,16,26,18,13,34,,Defender,Ligue 1
Ferland Mendy,FRA,Real Madrid,28,1995,19.1,1201,1275,94.2,16396,4875,759,781,97.2,356,383,93.0,41,50,82.0,0,0.9,0.7,-0.9,11,63,10,1,84,,Defender,La Liga
Formose Mendy,SEN,Lorient,22,2001,14.0,587,739,79.4,11323,4269,233,286,81.5,264,299,88.3,74,119,62.2,0,0.1,0.3,-0.1,2,56,4,1,61,,Defender,Ligue 1
Nampalys Mendy,SEN,Lens,31,1992,11.7,577,653,88.4,9505,2648,271,292,92.8,248,273,90.8,43,64,67.2,1,1.1,1.7,-0.1,9,68,12,2,84,,Midfielder,Ligue 1
Teden Mengi,ENG,Luton Town,21,2002,27.4,728,938,77.6,14286,5525,256,296,86.5,378,431,87.7,82,177,46.3,0,0.3,0.6,-0.3,6,62,5,0,54,,Defender,Premier League
Chris Mepham,WAL,Bournemouth,25,1997,6.9,296,359,82.5,5965,1994,96,115,83.5,163,184,88.6,35,55,63.6,1,0.4,0.5,+0.6,3,34,4,0,25,,Defender,Premier League
Jorge Meré,ESP,Cádiz,26,1997,7.5,166,233,71.2,3605,1173,45,54,83.3,92,106,86.8,28,66,42.4,0,0.0,0.0,0.0,0,15,1,0,15,,Defender,La Liga
Alex Meret,ITA,Napoli,26,1997,30.8,769,914,84.1,18457,10706,137,137,100.0,447,452,98.9,185,321,57.6,0,0.1,0.0,-0.1,1,1,0,0,0,,Goalkeeper,Serie A
Mikel Merino,ESP,Real Sociedad,27,1996,27.6,1076,1413,76.2,17048,4802,594,711,83.5,363,473,76.7,87,132,65.9,3,1.9,2.8,+1.1,20,122,27,3,163,,Midfielder,La Liga
Quentin Merlin,FRA,Marseille,21,2002,7.8,360,465,77.4,6916,2515,130,155,83.9,170,207,82.1,52,85,61.2,1,1.1,1.2,-0.1,12,48,9,6,46,,Defender,Ligue 1
Quentin Merlin,FRA,Nantes,21,2002,14.3,615,841,73.1,11723,4968,236,281,84.0,291,371,78.4,75,150,50.0,1,1.3,1.9,-0.3,18,72,28,8,98,,Defender,Ligue 1
Junior Messias,BRA,Genoa,32,1991,11.7,245,337,72.7,3861,1103,120,143,83.9,92,125,73.6,17,39,43.6,0,1.3,1.2,-1.3,15,24,12,5,29,Defender,Midfielder,Serie A
Thomas Meunier,BEL,Dortmund,31,1991,6.5,399,495,80.6,6833,2757,187,211,88.6,176,216,81.5,31,52,59.6,0,0.6,0.9,-0.6,4,25,2,0,33,,Defender,Bundesliga
Bastien Meupiyou,FRA,Nantes,17,2006,0.1,5,5,100.0,100,3,1,1,100.0,4,4,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Defender,Ligue 1
Alexander Meyer,GER,Dortmund,32,1991,7.7,302,366,82.5,7428,4615,64,65,98.5,163,166,98.2,75,134,56.0,0,0.0,0.0,0.0,0,2,1,0,1,,Goalkeeper,Bundesliga
Omenuke Mfulu,COD,Las Palmas,29,1994,0.9,53,60,88.3,793,301,26,28,92.9,25,26,96.2,0,3,0.0,0,0.0,0.0,0.0,0,3,0,0,1,Forward,Midfielder,La Liga
Lucas Michal,FRA,Monaco,18,2005,0.1,1,1,100.0,9,0,1,1,100.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Forward,Ligue 1
Sven Michel,GER,Augsburg,33,1990,6.5,97,173,56.1,1417,429,58,85,68.2,27,52,51.9,7,10,70.0,1,0.8,0.8,+0.2,10,7,11,4,14,Midfielder,Forward,Bundesliga
Miguel,ESP,Alavés,23,1999,0.7,7,15,46.7,75,0,3,6,50.0,2,4,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Midfielder,Forward,La Liga
Georges Mikautadze,GEO,Metz,22,2000,19.4,299,430,69.5,4511,1182,141,187,75.4,116,157,73.9,19,37,51.4,4,2.4,1.0,+1.6,21,30,13,1,51,,Forward,Ligue 1
