Player,Nation,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Position_2,Position,League
Nikola Milenković,SRB,Fiorentina,25,1997,27.9,1341,1584,84.7,27355,9362,395,465,84.9,777,838,92.7,159,235,67.7,0,0.7,0.9,-0.7,8,73,0,0,81,,Defender,Serie A
Lewis Miley,ENG,Newcastle Utd,17,2006,13.4,441,535,82.4,6580,1615,255,296,86.1,143,165,86.7,24,40,60.0,3,1.7,1.4,+1.3,12,26,12,2,53,,Midfielder,Premier League
Arkadiusz Milik,POL,Juventus,29,1994,10.2,215,270,79.6,3059,448,129,156,82.7,67,86,77.9,11,14,78.6,1,2.6,0.7,-1.6,15,8,8,0,22,,Forward,Serie A
Vanja Milinković-Savić,SRB,Torino,26,1997,36.0,984,1536,64.1,30924,23394,132,133,99.2,485,489,99.2,367,904,40.6,0,0.0,0.1,0.0,0,45,0,0,0,,Goalkeeper,Serie A
Éder Militão,BRA,Real Madrid,25,1998,5.5,297,329,90.3,5567,1956,110,114,96.5,156,165,94.5,28,40,70.0,0,0.0,0.0,0.0,0,13,0,0,15,,Defender,La Liga
Luis Milla,ESP,Getafe,28,1994,23.5,1011,1273,79.4,19294,5597,443,490,90.4,391,468,83.5,152,250,60.8,1,1.7,2.1,-0.7,29,140,10,6,121,,Midfielder,La Liga
Enzo Millot,FRA,Stuttgart,21,2002,24.9,1238,1456,85.0,17707,4172,710,775,91.6,412,480,85.8,57,94,60.6,4,3.9,5.3,+0.1,33,97,31,4,127,Forward,Midfielder,Bundesliga
James Milner,ENG,Brighton,37,1986,8.6,492,585,84.1,7622,2496,269,297,90.6,181,210,86.2,27,46,58.7,2,1.8,1.7,+0.2,16,46,17,6,69,Midfielder,Defender,Premier League
Jovan Milošević,SRB,Stuttgart,18,2005,0.3,8,13,61.5,87,17,4,5,80.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Midfielder,Forward,Bundesliga
Marko Milovanović,SRB,Almería,19,2003,3.4,43,68,63.2,457,59,30,41,73.2,9,15,60.0,0,2,0.0,0,0.1,0.1,-0.1,2,3,1,0,3,Midfielder,Forward,La Liga
Kim Min-jae,KOR,Bayern Munich,26,1996,21.9,1986,2139,92.8,33551,13144,863,905,95.4,1011,1061,95.3,94,131,71.8,1,0.4,0.5,+0.6,8,129,2,0,131,,Defender,Bundesliga
Yerry Mina,COL,Fiorentina,28,1994,0.5,15,17,88.2,301,117,7,7,100.0,6,8,75.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,2,Midfielder,Defender,Serie A
Yerry Mina,COL,Cagliari,28,1994,13.5,448,562,79.7,9321,3323,127,144,88.2,257,291,88.3,61,114,53.5,0,0.0,0.2,0.0,0,15,4,1,23,,Defender,Serie A
Takumi Minamino,JPN,Monaco,28,1995,23.5,646,885,73.0,9574,2740,359,455,78.9,213,280,76.1,36,75,48.0,6,4.9,4.3,+1.1,34,53,36,3,97,,Midfielder,Ligue 1
Lucas Mincarelli,FRA,Montpellier,19,2004,10.9,326,438,74.4,5326,1994,160,192,83.3,135,160,84.4,21,57,36.8,1,0.6,0.8,+0.4,4,14,7,2,26,Midfielder,Defender,Ligue 1
Tyrone Mings,ENG,Aston Villa,30,1993,0.3,5,5,100.0,119,86,0,0,0,2,2,100.0,2,2,100.0,0,0.0,0.2,0.0,1,1,0,0,0,,Defender,Premier League
Óscar Mingueza,ESP,Celta Vigo,24,1999,33.3,1478,1967,75.1,24165,11712,778,875,88.9,536,699,76.7,125,277,45.1,2,3.9,6.2,-1.9,48,169,55,17,170,Midfielder,Defender,La Liga
Ignasi Miquel,ESP,Granada,30,1992,33.2,1265,1549,81.7,25083,9540,396,447,88.6,715,790,90.5,145,284,51.1,1,1.2,0.8,-0.2,12,72,5,0,83,,Defender,La Liga
Rafa Mir,ESP,Sevilla,26,1997,4.3,61,88,69.3,868,109,32,41,78.0,24,30,80.0,2,5,40.0,0,0.3,0.1,-0.3,5,1,1,1,2,Midfielder,Forward,La Liga
Ignacio Miramon,ARG,Lille,20,2003,0.4,28,32,87.5,492,135,11,12,91.7,13,14,92.9,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,3,,Midfielder,Ligue 1
Aleksei Miranchuk,RUS,Atalanta,27,1995,13.1,454,622,73.0,7677,2316,212,250,84.8,179,216,82.9,44,106,41.5,5,4.1,4.5,+0.9,45,41,29,9,75,Forward,Midfielder,Serie A
Juan Miranda,ESP,Betis,23,2000,20.6,913,1166,78.3,15668,7497,416,467,89.1,382,488,78.3,86,149,57.7,1,1.9,2.4,-0.9,23,64,32,9,103,,Defender,La Liga
Kevin Miranda,ITA,Sassuolo,20,2003,0.2,9,10,90.0,165,43,3,3,100.0,5,6,83.3,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,,Defender,Serie A
Antonio Mirante,ITA,Milan,40,1983,2.0,41,54,75.9,990,673,7,7,100.0,26,26,100.0,8,21,38.1,0,0.0,0.0,0.0,0,0,0,0,0,,Goalkeeper,Serie A
Fabio Miretti,ITA,Juventus,19,2003,12.3,344,449,76.6,5815,1453,160,190,84.2,142,171,83.0,31,58,53.4,1,1.1,1.2,-0.1,24,31,12,2,43,,Midfielder,Serie A
Filippo Missori,ITA,Sassuolo,19,2004,3.0,89,113,78.8,1575,527,40,44,90.9,38,48,79.2,10,17,58.8,0,0.0,0.1,0.0,2,5,2,2,8,,Defender,Serie A
Tyrick Mitchell,ENG,Crystal Palace,23,1999,35.6,1177,1627,72.3,18588,7927,605,718,84.3,486,654,74.3,63,142,44.4,3,2.8,2.4,+0.2,24,74,29,12,94,Midfielder,Defender,Premier League
Kaoru Mitoma,JPN,Brighton,26,1997,16.5,509,650,78.3,6210,1486,357,413,86.4,110,153,71.9,9,24,37.5,4,2.7,3.6,+1.3,25,23,34,5,64,,Forward,Premier League
Aleksandar Mitrović,SRB,Fulham,28,1994,0.4,4,8,50.0,78,24,1,3,33.3,2,4,50.0,1,1,100.0,0,0.0,0.0,0.0,0,1,1,0,1,,Forward,Premier League
Stefan Mitrović,SRB,Hellas Verona,20,2002,4.3,77,105,73.3,1207,290,45,50,90.0,23,31,74.2,7,12,58.3,0,0.1,0.2,-0.1,3,10,2,1,15,Midfielder,Forward,Serie A
Stefan Mitrović,SRB,Getafe,33,1990,7.8,191,251,76.1,4178,1581,57,69,82.6,94,115,81.7,40,66,60.6,0,0.3,0.3,-0.3,2,16,1,0,19,,Defender,La Liga
Maximilian Mittelstädt,GER,Stuttgart,26,1997,23.4,1447,1708,84.7,21937,6603,799,864,92.5,521,611,85.3,74,133,55.6,4,4.2,6.7,-0.2,30,107,33,20,123,,Defender,Bundesliga
Henrikh Mkhitaryan,ARM,Inter,34,1989,30.9,1453,1679,86.5,22035,5728,814,886,91.9,483,536,90.1,95,137,69.3,8,4.5,4.3,+3.5,40,147,46,1,192,,Midfielder,Serie A
Marko Mladenović,SRB,Eint Frankfurt,18,2005,0.1,2,3,66.7,29,4,2,3,66.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Midfielder,Bundesliga
Jakub Moder,POL,Brighton,24,1999,6.9,243,304,79.9,3263,908,150,165,90.9,75,94,79.8,5,14,35.7,0,0.8,0.8,-0.8,4,15,3,0,23,Defender,Midfielder,Premier League
Luka Modrić,CRO,Real Madrid,37,1985,18.8,1452,1669,87.0,23577,7217,790,835,94.6,459,513,89.5,150,226,66.4,6,5.5,4.8,+0.5,55,162,42,4,196,,Midfielder,La Liga
Max Moerstedt,GER,Hoffenheim,,0,0.1,2,3,66.7,18,0,2,3,66.7,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Forward,Defender,Bundesliga
Terem Moffi,NGA,Nice,24,1999,21.7,274,387,70.8,3694,554,161,200,80.5,87,122,71.3,10,19,52.6,2,3.2,1.1,-1.2,22,14,12,0,27,,Forward,Ligue 1
Mostafa Mohamed,EGY,Nantes,25,1997,22.2,238,369,64.5,3584,698,126,174,72.4,79,124,63.7,17,33,51.5,2,2.4,1.3,-0.4,23,20,10,3,25,,Forward,Ligue 1
Dion Moise Sahi,CIV,Strasbourg,21,2001,7.0,137,175,78.3,2178,421,66,83,79.5,55,67,82.1,9,13,69.2,1,1.3,1.4,-0.3,5,10,8,1,21,Forward,Midfielder,Ligue 1
Johan Mojica,COL,Osasuna,30,1992,22.7,865,1193,72.5,14714,5344,460,513,89.7,315,416,75.7,78,185,42.2,3,2.6,3.2,+0.4,25,58,36,25,82,,Defender,La Liga
Alberto Moleiro,ESP,Las Palmas,19,2003,20.0,581,735,79.0,7847,1868,349,402,86.8,189,225,84.0,12,28,42.9,3,2.7,2.7,+0.3,27,44,26,2,87,Midfielder,Forward,La Liga
Nahuel Molina,ARG,Atlético Madrid,25,1998,20.6,957,1304,73.4,14695,5346,571,641,89.1,292,415,70.4,66,159,41.5,3,2.9,2.2,+0.1,19,48,30,12,68,,Defender,La Liga
Florent Mollet,FRA,Nantes,31,1991,23.1,826,1063,77.7,12760,3216,425,473,89.9,301,361,83.4,56,160,35.0,4,2.5,2.4,+1.5,38,67,16,3,96,Forward,Midfielder,Ligue 1
Jon Moncayola,ESP,Osasuna,25,1998,20.0,786,1025,76.7,14615,4122,340,387,87.9,329,401,82.0,106,198,53.5,3,2.3,2.5,+0.7,21,95,15,5,99,,Midfielder,La Liga
Enzo Mongo,FRA,Nantes,18,2005,0.1,0,2,0.0,0,0,0,0,0,0,2,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Defender,Ligue 1
Ilario Monterisi,ITA,Frosinone,21,2001,16.3,802,997,80.4,13842,6423,350,392,89.3,379,447,84.8,60,123,48.8,2,0.4,0.3,+1.6,5,47,7,1,47,,Defender,Serie A
César Montes,MEX,Almería,26,1997,19.9,750,973,77.1,15594,5775,224,266,84.2,430,487,88.3,86,196,43.9,0,0.2,0.4,-0.2,4,51,7,1,52,,Defender,La Liga
Gonzalo Montiel,ARG,Nott'ham Forest,26,1997,8.9,292,386,75.6,4600,1986,155,172,90.1,112,154,72.7,16,38,42.1,2,1.4,0.9,+0.6,9,22,9,1,28,,Defender,Premier League
Lorenzo Montipò,ITA,Hellas Verona,27,1996,37.0,783,1272,61.6,28541,23677,96,97,99.0,285,297,96.0,401,870,46.1,1,0.0,0.2,+1.0,1,49,1,0,0,,Goalkeeper,Serie A
Kieffer Moore,WAL,Bournemouth,30,1992,1.2,28,42,66.7,272,91,22,29,75.9,4,8,50.0,0,0,0,0,0.2,0.3,-0.2,2,2,2,0,4,Midfielder,Forward,Premier League
Mikey Moore,ENG,Tottenham,15,2007,0.0,4,5,80.0,51,11,3,4,75.0,1,1,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,,Midfielder,Premier League
Álvaro Morata,ESP,Atlético Madrid,30,1992,21.2,267,384,69.5,3734,699,163,213,76.5,67,92,72.8,19,30,63.3,3,1.7,1.6,+1.3,15,17,7,2,20,,Forward,La Liga
Diego Moreira,POR,Lyon,18,2004,3.0,74,108,68.5,1070,252,46,60,76.7,24,34,70.6,2,8,25.0,0,0.3,0.2,-0.3,3,4,3,0,12,Midfielder,Forward,Ligue 1
Alberto Moreno,ESP,Villarreal,31,1992,16.5,586,733,79.9,10373,3766,272,307,88.6,246,291,84.5,60,104,57.7,2,1.6,1.8,+0.4,16,35,23,9,55,,Defender,La Liga
Álex Moreno,ESP,Aston Villa,30,1993,11.5,428,542,79.0,6466,1602,235,264,89.0,171,210,81.4,17,30,56.7,0,1.1,1.0,-1.1,11,10,13,2,24,,Defender,Premier League
Gerard Moreno,ESP,Villarreal,31,1992,24.6,779,1001,77.8,12813,3399,422,491,85.9,275,335,82.1,70,106,66.0,6,5.3,4.6,+0.7,53,82,43,6,155,,Forward,La Liga
Jorge Moreno,ESP,Osasuna,22,2001,0.2,2,7,28.6,38,0,0,1,0.0,2,3,66.7,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,,Defender,La Liga
Mateu Morey,ESP,Dortmund,23,2000,1.2,74,87,85.1,1052,352,42,47,89.4,27,32,84.4,3,5,60.0,0,0.1,0.1,-0.1,1,3,0,0,6,,Defender,Bundesliga
Ilaix Moriba,GUI,Getafe,20,2003,6.7,150,204,73.5,2286,471,89,115,77.4,45,58,77.6,10,16,62.5,2,0.6,0.4,+1.4,5,11,4,0,21,Forward,Midfielder,La Liga
Manu Morlanes,ESP,Mallorca,24,1999,17.9,669,809,82.7,10611,2959,352,395,89.1,236,269,87.7,54,85,63.5,2,2.0,2.0,0.0,16,74,14,3,104,,Midfielder,La Liga
Nikola Moro,CRO,Bologna,25,1998,9.3,469,572,82.0,8059,1920,227,258,88.0,182,211,86.3,47,66,71.2,0,0.4,0.8,-0.4,11,59,10,3,58,,Midfielder,Serie A
Carlton Morris,ENG,Luton Town,27,1995,31.8,484,751,64.4,6404,1199,310,415,74.7,132,209,63.2,18,34,52.9,4,2.8,1.6,+1.2,22,27,11,0,56,Midfielder,Forward,Premier League
Cristhian Mosquera,COL,Valencia,19,2004,34.2,1454,1646,88.3,27551,8196,500,543,92.1,808,859,94.1,134,211,63.5,0,0.0,0.2,0.0,1,45,0,0,77,,Defender,La Liga
Yerson Mosquera,COL,Villarreal,22,2001,13.7,628,734,85.6,11494,3926,225,246,91.5,350,373,93.8,45,89,50.6,1,0.3,0.5,+0.7,5,32,3,2,36,,Defender,La Liga
Dany Mota,POR,Monza,25,1998,22.8,625,836,74.8,10962,1870,316,373,84.7,222,289,76.8,75,108,69.4,3,3.0,3.1,0.0,34,29,21,11,57,Midfielder,Forward,Serie A
Lebo Mothiba,RSA,Strasbourg,27,1996,6.9,86,118,72.9,1087,191,53,64,82.8,23,31,74.2,2,2,100.0,0,0.2,0.5,-0.2,5,6,2,1,9,,Forward,Ligue 1
Youssoufa Moukoko,GER,Dortmund,18,2004,6.9,104,128,81.3,1323,325,70,80,87.5,20,24,83.3,5,6,83.3,0,0.3,0.7,-0.3,7,6,6,0,15,,Forward,Bundesliga
Steve Mounié,BEN,Brest,28,1994,19.7,282,454,62.1,3928,730,155,236,65.7,94,155,60.6,13,19,68.4,2,2.1,1.4,-0.1,21,27,9,3,25,,Forward,Ligue 1
Mason Mount,ENG,Manchester Utd,24,1999,5.7,179,219,81.7,2414,735,111,125,88.8,42,53,79.2,10,17,58.8,0,0.3,0.4,-0.3,6,17,6,2,21,Forward,Midfielder,Premier League
Samuel Moutoussamy,COD,Nantes,26,1996,12.3,417,498,83.7,6505,1983,219,245,89.4,158,187,84.5,22,36,61.1,0,0.6,1.1,-0.6,11,42,5,0,59,,Midfielder,Ligue 1
Loris Mouyokolo,FRA,Lorient,22,2001,1.0,48,55,87.3,781,285,19,20,95.0,27,30,90.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,,Defender,Ligue 1
Divin Mubama,ENG,West Ham,18,2004,0.9,16,22,72.7,200,15,12,16,75.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,,Forward,Premier League
Mykhailo Mudryk,UKR,Chelsea,22,2001,17.5,385,566,68.0,5618,1853,237,300,79.0,96,148,64.9,30,66,45.5,2,4.1,3.2,-2.1,32,24,22,4,45,,Forward,Premier League
François Mughe,CMR,Marseille,19,2004,2.0,29,45,64.4,492,219,12,18,66.7,12,17,70.6,3,4,75.0,0,0.1,0.2,-0.1,2,1,5,3,7,Defender,Midfielder,Ligue 1
Nordi Mukiele,FRA,Paris S-G,25,1997,8.8,486,578,84.1,7865,2275,235,266,88.3,208,231,90.0,28,45,62.2,0,0.1,0.4,-0.1,3,20,4,1,32,,Defender,Ligue 1
Samuele Mulattieri,ITA,Sassuolo,22,2000,5.1,81,116,69.8,1042,85,49,67,73.1,26,31,83.9,1,5,20.0,0,0.3,0.5,-0.3,6,4,0,0,1,Midfielder,Forward,Serie A
Andreas Müller,GER,Darmstadt 98,23,2000,3.9,129,168,76.8,1945,472,73,81,90.1,48,60,80.0,5,17,29.4,0,0.0,0.1,0.0,1,10,0,0,13,,Midfielder,Bundesliga
Jannik Müller,GER,Darmstadt 98,29,1994,12.6,424,549,77.2,8305,2641,152,189,80.4,217,254,85.4,50,86,58.1,0,0.1,0.2,-0.1,2,28,4,3,31,Midfielder,Defender,Bundesliga
Kevin Müller,GER,Heidenheim,32,1991,34.0,1104,1482,74.5,34968,23711,76,77,98.7,571,576,99.1,457,826,55.3,0,0.0,0.1,0.0,1,25,1,0,0,,Goalkeeper,Bundesliga
Marcus Müller,GER,Mainz 05,20,2002,0.2,3,5,60.0,53,2,1,2,50.0,2,3,66.7,0,0,0,0,0.0,0.1,0.0,0,0,0,0,1,,Midfielder,Bundesliga
Thomas Müller,GER,Bayern Munich,33,1989,18.4,602,810,74.3,9003,2348,339,402,84.3,211,287,73.5,33,67,49.3,9,8.4,7.9,+0.6,51,52,43,10,82,Forward,Midfielder,Bundesliga
Abdul Mumin,GHA,Rayo Vallecano,25,1998,18.8,617,773,79.8,12936,4915,179,203,88.2,355,393,90.3,76,163,46.6,0,0.3,0.1,-0.3,4,34,4,0,38,,Defender,La Liga
Marshall Munetsi,ZIM,Reims,27,1996,24.1,380,542,70.1,6066,1820,190,254,74.8,143,185,77.3,29,51,56.9,3,1.0,2.2,+2.0,12,42,11,3,67,,Midfielder,Ligue 1
Iker Muniain,ESP,Athletic Club,30,1992,6.6,345,410,84.1,5158,1364,196,216,90.7,113,132,85.6,22,42,52.4,0,0.4,1.3,-0.4,13,37,10,0,43,Forward,Midfielder,La Liga
Rodrigo Muniz,BRA,Fulham,22,2001,17.7,136,222,61.3,2018,532,74,113,65.5,39,64,60.9,12,16,75.0,1,2.0,0.9,-1.0,18,14,7,0,19,,Forward,Premier League
Aihen Muñoz,ESP,Real Sociedad,25,1997,12.5,504,702,71.8,9001,4109,216,240,90.0,234,315,74.3,48,112,42.9,2,2.0,0.9,0.0,12,35,11,10,39,,Defender,La Liga
Álvaro Muñoz,URU,Real Madrid,19,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Forward,La Liga
Daniel Muñoz,COL,Crystal Palace,27,1996,16.0,561,720,77.9,7556,2865,365,417,87.5,164,228,71.9,14,35,40.0,4,2.4,1.3,+1.6,21,25,4,0,38,Midfielder,Defender,Premier League
Iker Muñoz,ESP,Osasuna,20,2002,20.6,739,991,74.6,13509,3354,301,360,83.6,350,442,79.2,74,144,51.4,0,0.2,0.5,-0.2,5,85,4,0,80,,Midfielder,La Liga
Javier Muñoz,ESP,Las Palmas,28,1995,29.3,1018,1285,79.2,14694,3758,596,682,87.4,336,393,85.5,41,98,41.8,3,1.4,1.8,+1.6,24,102,24,7,122,,Midfielder,La Liga
Finley Munroe,ENG,Aston Villa,18,2005,0.0,1,1,100.0,16,0,0,0,0,1,1,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Midfielder,Premier League
Arijanet Muric,KVX,Burnley,24,1998,10.0,404,585,69.1,11273,8376,67,68,98.5,196,207,94.7,140,302,46.4,0,0.2,0.1,-0.2,4,16,1,0,1,,Goalkeeper,Premier League
Luis Muriel,COL,Atalanta,32,1991,4.5,170,241,70.5,2821,831,93,117,79.5,56,75,74.7,18,34,52.9,1,1.7,1.4,-0.7,15,17,11,5,24,Midfielder,Forward,Serie A
Murillo,BRA,Nott'ham Forest,21,2002,31.0,1123,1460,76.9,22984,10571,387,440,88.0,572,657,87.1,154,326,47.2,2,1.2,0.6,+0.8,7,101,11,0,89,,Defender,Premier League
Vedat Muriqi,KVX,Mallorca,29,1994,25.9,411,660,62.3,6079,999,225,338,66.6,130,196,66.3,26,41,63.4,2,2.6,1.8,-0.6,34,42,13,2,40,,Forward,La Liga
Alex Murphy,IRL,Newcastle Utd,19,2004,0.1,17,17,100.0,275,81,10,10,100.0,5,5,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1,Forward,Defender,Premier League
Jacob Murphy,ENG,Newcastle Utd,28,1995,13.2,343,519,66.1,5229,2012,200,244,82.0,117,175,66.9,19,61,31.1,7,5.0,3.4,+2.0,31,32,30,8,52,Defender,Forward,Premier League
Yunus Musah,USA,Milan,20,2002,16.4,566,666,85.0,8391,2146,324,352,92.0,200,232,86.2,27,41,65.9,2,1.2,0.7,+0.8,14,45,15,4,64,Forward,Midfielder,Serie A
Jamal Musiala,GER,Bayern Munich,20,2003,19.5,621,772,80.4,8325,1957,388,444,87.4,189,221,85.5,17,28,60.7,5,6.0,5.8,-1.0,42,42,41,0,100,Forward,Midfielder,Bundesliga
Florent Muslija,KVX,Freiburg,25,1998,1.2,57,83,68.7,970,348,29,34,85.3,19,25,76.0,8,16,50.0,0,0.6,0.6,-0.6,6,5,5,0,13,Forward,Midfielder,Bundesliga
Juan Musso,ARG,Atalanta,29,1994,11.0,278,371,74.9,7215,4905,55,55,100.0,148,150,98.7,74,163,45.4,0,0.0,0.0,0.0,0,3,0,0,0,,Goalkeeper,Serie A
Kingstone Mutandwa,ZAM,Cagliari,20,2003,0.4,3,9,33.3,48,0,2,4,50.0,1,4,25.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Midfielder,Forward,Serie A
Yvon Mvogo,SUI,Lorient,29,1994,34.0,869,1149,75.6,23077,16312,155,156,99.4,450,460,97.8,259,527,49.1,0,0.0,0.0,0.0,0,7,1,0,0,,Goalkeeper,Ligue 1
Joel Mvuka,NOR,Lorient,20,2002,2.2,33,49,67.3,500,98,19,23,82.6,10,18,55.6,2,5,40.0,0,0.0,0.2,0.0,0,1,0,0,1,Forward,Defender,Ligue 1
Junior Mwanga,FRA,Strasbourg,20,2003,16.1,416,521,79.8,7563,1911,167,205,81.5,191,225,84.9,47,62,75.8,1,0.8,0.8,+0.2,13,48,9,0,56,Forward,Midfielder,Ligue 1
Phillipp Mwene,AUT,Mainz 05,29,1994,22.2,652,934,69.8,11014,4320,330,393,84.0,235,334,70.4,69,148,46.6,2,2.0,2.6,0.0,22,49,32,15,73,,Defender,Bundesliga
Vitaliy Mykolenko,UKR,Everton,24,1999,27.4,869,1166,74.5,13579,5739,488,549,88.9,275,368,74.7,81,169,47.9,0,0.9,1.1,-0.9,13,46,17,10,55,,Defender,Premier League
Joakim Mæhle,DEN,Wolfsburg,26,1997,27.2,1263,1555,81.2,19313,7037,694,760,91.3,473,573,82.5,60,121,49.6,3,2.7,5.2,+0.3,22,86,27,8,119,Midfielder,Defender,Bundesliga
Obite N'Dicka,CIV,Roma,23,1999,24.1,1437,1587,90.5,24097,8613,655,676,96.9,687,735,93.5,79,148,53.4,3,1.0,0.5,+2.0,6,74,3,1,87,,Defender,Serie A
Kévin N'Doram,FRA,Metz,27,1996,17.8,481,611,78.7,9883,3029,163,202,80.7,233,277,84.1,78,109,71.6,2,0.5,0.3,+1.5,7,52,4,0,62,,Midfielder,Ligue 1
Nathan N'Goumou,FRA,Gladbach,23,2000,15.4,329,445,73.9,4312,1007,206,255,80.8,87,115,75.7,16,27,59.3,2,1.7,2.9,+0.3,16,9,17,4,47,Midfielder,Forward,Bundesliga
Stanley N'Soki,FRA,Hoffenheim,24,1999,7.0,318,399,79.7,5355,2302,141,162,87.0,148,173,85.5,20,41,48.8,0,0.1,0.3,-0.1,2,21,3,0,37,,Defender,Bundesliga
Nacho,ESP,Real Madrid,33,1990,19.4,1183,1281,92.3,19465,7898,574,598,96.0,532,561,94.8,65,98,66.3,1,1.2,0.9,-0.2,5,47,3,1,55,,Defender,La Liga
Bilal Nadir,FRA,Marseille,19,2003,1.3,41,47,87.2,570,100,26,26,100.0,12,15,80.0,2,2,100.0,0,0.1,0.1,-0.1,2,3,2,0,4,Forward,Midfielder,Ligue 1
Mahamadou Nagida,CMR,Rennes,18,2005,1.2,47,65,72.3,815,214,24,28,85.7,17,24,70.8,5,8,62.5,0,0.3,0.3,-0.3,3,2,3,3,2,,Defender,Ligue 1
Marvelous Nakamba,ZIM,Luton Town,29,1994,12.6,356,423,84.2,5622,1605,184,203,90.6,126,143,88.1,27,42,64.3,0,0.4,0.5,-0.4,7,27,2,1,36,,Midfielder,Premier League
Keito Nakamura,JPN,Reims,23,2000,15.3,292,400,73.0,4714,1083,136,172,79.1,113,145,77.9,26,45,57.8,1,1.3,2.2,-0.3,14,28,16,2,56,Midfielder,Forward,Ligue 1
Nahitan Nández,URU,Cagliari,27,1995,26.0,544,916,59.4,9670,3591,265,341,77.7,189,301,62.8,72,205,35.1,3,2.5,2.5,+0.5,43,47,31,15,76,Defender,Midfielder,Serie A
Matija Nastasić,SRB,Mallorca,30,1993,25.1,788,992,79.4,16422,6494,246,277,88.8,411,480,85.6,123,215,57.2,0,0.6,0.7,-0.6,5,60,8,2,64,,Defender,La Liga
Natan,BRA,Napoli,22,2001,10.6,581,666,87.2,10893,2971,219,230,95.2,298,320,93.1,61,103,59.2,0,0.1,0.2,-0.1,4,35,5,1,34,,Defender,Serie A
Lapo Nava,ITA,Milan,19,2004,0.0,1,1,100.0,43,43,0,0,0,0,0,0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,,Goalkeeper,Serie A
Roberto Navarro,ESP,Cádiz,21,2002,21.0,531,737,72.0,7268,2156,336,387,86.8,132,186,71.0,31,88,35.2,1,3.1,2.4,-2.1,41,47,26,11,70,Forward,Midfielder,La Liga
Jesús Navas,ESP,Sevilla,37,1985,22.3,922,1270,72.6,16066,5129,458,523,87.6,326,437,74.6,107,214,50.0,2,1.9,2.8,+0.1,22,74,37,21,103,,Defender,La Liga
Keylor Navas,CRC,Paris S-G,36,1986,4.0,91,98,92.9,1934,1059,17,17,100.0,62,62,100.0,12,19,63.2,0,0.0,0.0,0.0,0,1,0,0,0,,Goalkeeper,Ligue 1
Michel Ndary Adopo,FRA,Atalanta,23,2000,1.2,74,89,83.1,1138,292,35,43,81.4,33,37,89.2,2,2,100.0,1,0.1,0.2,+0.9,2,8,0,0,9,,Midfielder,Serie A
Youssouf Ndayishimiye,BDI,Nice,24,1998,19.0,1223,1361,89.9,19183,5129,630,674,93.5,488,532,91.7,60,92,65.2,0,0.5,0.5,-0.5,11,85,6,0,96,Defender,Midfielder,Ligue 1
Bassirou Ndiaye,SEN,Lorient,21,2002,1.7,27,39,69.2,336,75,17,21,81.0,5,8,62.5,2,5,40.0,0,0.2,0.2,-0.2,2,2,0,0,1,,Forward,Ligue 1
Iliman Ndiaye,SEN,Marseille,23,2000,18.0,465,562,82.7,6725,1493,241,279,86.4,188,219,85.8,13,20,65.0,3,2.6,2.9,+0.4,22,37,15,3,62,Midfielder,Forward,Ligue 1
Massamba Ndiaye,SEN,Clermont Foot,21,2001,4.0,129,174,74.1,3283,2090,31,31,100.0,52,52,100.0,45,87,51.7,0,0.0,0.0,0.0,0,1,0,0,1,,Goalkeeper,Ligue 1
Rassoul Ndiaye,SEN,Le Havre,21,2001,5.8,209,263,79.5,3458,852,84,104,80.8,100,115,87.0,13,22,59.1,0,0.3,0.6,-0.3,2,30,4,2,25,Forward,Midfielder,Ligue 1
Michael Ndiweni,ENG,Newcastle Utd,19,2003,0.0,1,2,50.0,16,15,0,0,0,1,1,100.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,,Forward,Premier League
Cher Ndour,ITA,Paris S-G,19,2004,0.3,23,25,92.0,285,39,14,15,93.3,5,6,83.3,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,2,,Midfielder,Ligue 1
